Distance
27
3
3
4
17
2
17
12
1
15
4
0
7
1
3
12
16
13
3
1
11
3
14
6
0
2
2
1
11
2
6
1
0
0
32
12
2
20
46
29
38
19
5
6
11
12
3
6
9
14
6
34
5
2
6
10
0
2
6
15
17
32
1
1
9
10
4
14
0
16
0
1
10
1
9
14
87
0
0
18
2
30
4
20
27
26
9
10
7
20
18
28
5
2
10
3
6
7
2
24
0
13
7
5
4
16
16
1
16
26
20
40
15
12
1
28
4
0
9
17
0
7
8
10
5
1
2
17
1
27
15
27
6
15
51
0
5
17
1
9
7
16
2
8
4
23
8
17
3
5
2
8
3
48
9
3
12
3
10
3
3
1
0
28
2
1
29
3
25
21
18
11
1
0
6
5
2
5
3
14
1
21
4
1
1
18
13
24
2
5
11
11
10
1
1
16
14
22
2
21
4
3
0
1
14
5
12
6
21
0
4
3
7
3
27
7
3
3
11
2
18
0
19
0
