Distance
35
11
22
3
14
4
7
12
3
13
6
15
12
2
46
15
24
2
1
21
6
9
30
0
1
23
6
1
11
32
2
0
0
13
8
3
8
10
2
2
4
22
18
14
7
19
18
5
9
20
23
7
35
4
5
13
26
25
3
35
23
10
36
9
11
2
8
9
9
2
12
2
6
7
16
4
11
7
2
6
15
4
42
2
1
8
8
4
29
9
11
2
1
25
9
6
17
27
1
32
12
14
5
1
11
1
0
16
19
17
4
7
6
19
31
0
25
9
3
11
12
2
4
40
25
3
4
5
7
12
4
0
0
12
19
16
9
30
1
11
6
1
3
2
7
4
6
2
12
27
4
19
0
18
11
17
0
37
2
5
13
6
18
5
9
4
18
6
39
51
1
0
41
1
8
14
5
22
3
1
5
16
