Distance
3
0
6
5
2
2
16
39
14
0
10
19
25
5
10
0
4
5
8
2
7
10
10
3
6
16
0
3
16
2
27
8
22
13
42
18
14
1
3
14
20
13
5
4
1
8
3
2
15
3
2
39
4
41
20
14
38
16
4
6
28
4
23
3
2
29
5
4
13
5
6
8
8
22
4
2
5
31
2
12
6
3
0
0
23
14
25
3
13
9
2
4
0
2
1
5
5
10
10
4
3
4
3
0
41
8
14
12
2
2
20
14
6
0
21
20
4
28
23
13
11
1
2
1
1
3
4
48
0
3
0
1
11
8
5
11
0
2
21
1
1
9
1
8
1
5
9
3
45
7
5
15
10
3
2
1
0
2
0
17
15
6
30
33
5
3
24
12
4
2
1
1
12
28
18
4
13
2
20
2
7
5
6
2
1
1
11
29
5
1
2
5
0
6
15
1
3
0
6
29
3
5
4
11
25
0
15
3
4
8
2
4
4
12
21
4
19
27
5
4
1
1
0
3
33
1
10
5
17
