Distance
26
1
13
5
3
4
29
9
2
8
2
4
1
3
5
8
11
5
57
22
8
11
6
1
9
3
13
15
19
3
6
4
8
12
10
5
4
11
0
6
6
10
38
17
0
7
16
2
8
11
2
7
4
26
19
9
18
12
37
11
16
14
12
12
9
2
10
13
17
22
1
0
9
11
5
8
8
27
7
4
14
15
8
39
12
7
10
5
9
2
9
3
3
31
5
38
1
29
2
0
27
4
40
0
9
5
2
22
5
5
5
15
6
8
7
19
4
15
1
30
3
9
26
4
6
13
10
6
20
22
3
18
14
1
9
13
7
0
3
1
0
0
25
1
3
5
25
